DATE_TIME,LONGITUDE,LATITUDE,GEOHASH,MINIMUM_SPEED,MAXIMUM_SPEED,AVERAGE_SPEED,NUMBER_OF_VEHICLES
2024-07-01 00:00:00,28.5040283203125,41.0861206054688,sxk38x,3,152,35,85
2024-07-01 00:00:00,28.7677001953125,41.0696411132813,sxk3ws,3,105,47,19
2024-07-01 00:00:00,28.8885498046875,41.0916137695313,sxk9c2,2,134,55,275
2024-07-01 00:00:00,29.0533447265625,41.1685180664063,sxkdjn,5,52,24,25
2024-07-01 00:00:00,29.3389892578125,40.9048461914063,sxkbew,53,85,67,4
2024-07-01 00:00:00,29.1302490234375,41.0256958007813,sxk9qu,6,119,62,205
2024-07-01 00:00:00,28.8885498046875,41.0971069335938,sxk9c3,6,59,26,58
2024-07-01 00:00:00,27.9986572265625,41.0311889648438,sx7cmj,19,113,66,18
2024-07-01 00:00:00,29.4158935546875,41.1080932617188,sxkcv7,49,108,76,11
2024-07-01 00:00:00,29.3499755859375,40.8993530273438,sxkbev,9,68,37,6
2024-07-01 00:00:00,28.7567138671875,41.0806274414063,sxk3wq,37,49,41,2
2024-07-01 00:00:00,28.8775634765625,40.9982299804688,sxk91p,5,115,58,241
2024-07-01 00:00:00,29.1302490234375,41.0311889648438,sxk9qv,22,100,63,154
2024-07-01 00:00:00,28.6907958984375,41.2454223632813,sxk6su,34,150,86,104
2024-07-01 00:00:00,28.0645751953125,41.0806274414063,sx7cww,60,160,90,25
2024-07-01 00:00:00,29.1412353515625,40.8993530273438,sxk8xj,33,83,55,24
2024-07-01 00:00:00,28.2513427734375,41.0751342773438,sxk1dv,8,120,69,57
2024-07-01 00:00:00,28.7567138671875,41.0751342773438,sxk3wm,20,58,37,5
2024-07-01 00:00:00,28.8336181640625,41.0092163085938,sxk921,2,54,18,60
2024-07-01 00:00:00,28.9215087890625,41.0476684570313,sxk9d0,4,69,23,47
2024-07-01 00:00:00,29.3170166015625,40.8883666992188,sxkbe5,77,102,90,6
2024-07-01 00:00:00,29.2291259765625,40.9982299804688,sxkc1p,10,58,34,54
2024-07-01 00:00:00,28.1085205078125,41.0806274414063,sx7cxw,59,76,67,1
2024-07-01 00:00:00,28.9215087890625,41.0531616210938,sxk9d1,2,44,21,33
2024-07-01 00:00:00,28.4930419921875,41.1685180664063,sxk60q,68,159,103,32
2024-07-01 00:00:00,29.3170166015625,40.8828735351563,sxkbe4,22,163,85,116
2024-07-01 00:00:00,28.9324951171875,41.0476684570313,sxk9d2,1,81,32,71
2024-07-01 00:00:00,28.2403564453125,41.0806274414063,sxk1dw,3,101,44,81
2024-07-01 00:00:00,29.2291259765625,40.9927368164063,sxkc1n,3,82,33,96
2024-07-01 00:00:00,28.7567138671875,41.0586547851563,sxk3w6,8,122,51,225
2024-07-01 00:00:00,29.2620849609375,41.1575317382813,sxkf1u,50,175,93,182
2024-07-01 00:00:00,29.1741943359375,40.9872436523438,sxk9pv,17,48,27,6
2024-07-01 00:00:00,28.9544677734375,41.0641479492188,sxk9dg,4,128,53,180
2024-07-01 00:00:00,28.9215087890625,41.0696411132813,sxk9dh,5,77,40,41
2024-07-01 00:00:00,28.7457275390625,41.0641479492188,sxk3w5,8,124,52,285
2024-07-01 00:00:00,29.3280029296875,40.8773803710938,sxkbe3,19,83,42,19
2024-07-01 00:00:00,28.5040283203125,41.0916137695313,sxk3b8,6,126,38,59
2024-07-01 00:00:00,29.0863037109375,41.0696411132813,sxk9tu,5,68,29,14
2024-07-01 00:00:00,28.2183837890625,41.1300659179688,sxk1fp,44,145,83,39
2024-07-01 00:00:00,28.8446044921875,41.0037231445313,sxk922,2,58,23,75
2024-07-01 00:00:00,28.9215087890625,41.1520385742188,sxkd45,4,60,38,8
2024-07-01 00:00:00,28.9215087890625,41.0751342773438,sxk9dj,3,47,19,24
2024-07-01 00:00:00,28.7457275390625,41.0586547851563,sxk3w4,6,118,49,108
2024-07-01 00:00:00,29.2181396484375,40.9432983398438,sxkbbv,6,135,65,96
2024-07-01 00:00:00,28.4600830078125,41.2069702148438,sxk4rt,79,118,97,7
2024-07-01 00:00:00,29.1522216796875,40.9323120117188,sxk8z7,6,75,26,37
2024-07-01 00:00:00,29.4818115234375,41.1410522460938,sxkfnc,65,104,81,10
