LATITUDE_DENSE,LONGITUDE_DENSE,TÜR,MAHAL ADI,İLÇE,LATITUDE_PARK,LONGITUDE_PARK
41.0421752929688,29.0753173828125,Cadde (Kavşak ve Refüj),BOSNA BULVARI ORTA REFÜJ,Üsküdar,41.04423196,29.07704107
40.9652709960938,29.1192626953125,,FINDIKLI SOSYAL YAŞAM MERKEZİ BAHÇESİ,Maltepe,40.96795971,29.12309137
41.1355590820313,28.4710693359375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ÇATALCA ÇAKIL KAVŞAĞI - ÇATALCA ARASI ORTA VE YAN REFÜJLER,Çatalca,41.13255277,28.47091913
41.1959838867188,28.0865478515625,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",TEM ÇERKEZKÖY KAVŞAĞI,Silivri,41.19203155,28.08520031
41.0037231445313,28.6907958984375,Park,SAADETDERE MAHALLE PARKI,Esenyurt,41.00435845,28.69533017
41.0037231445313,28.6907958984375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",AVCILAR KAVŞAĞI - AMBARLI KAVŞAĞI ARASI YAN REFÜJLER,Avcılar,41.00065414,28.68969619
41.0366821289063,29.1741943359375,Park,SERİNDERE YAŞAM VADİSİ 1. ETAP,Çekmeköy,41.03480261,29.17526822
41.0366821289063,29.1741943359375,Cadde (Kavşak ve Refüj),ÇAVUŞBAŞI CADDESİ ORTA VE YAN REFÜJLER,Çekmeköy,41.0343325,29.1748675
40.9872436523438,29.1192626953125,Cadde (Kavşak ve Refüj),AHMET YESEVİ CADDESİ ORTA VE YAN REFÜJLER,Ataşehir,40.98777043,29.12033558
41.1080932617188,29.0863037109375,Park,BURUNBAHÇE MESİRE ALANI - 2,Beykoz,41.11212525,29.08593625
41.1080932617188,29.0863037109375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ÇUBUKLU KAVŞAĞI,Beykoz,41.10716996,29.08501625
41.1080932617188,29.0863037109375,Kamu,ÇUBUKLU İSTİNYE ARABALI VAPUR İSKELESİ BAHÇESİ,Beykoz,41.10817236,29.08250034
41.1080932617188,29.0863037109375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",DEDEOĞLU ORTA VE YAN REFÜJLER,Beykoz,41.10701636,29.08830464
41.1080932617188,29.0863037109375,Park,DEDEOĞLU PARKI,Beykoz,41.10718208,29.08727467
41.1080932617188,29.0753173828125,Koru,HİDİV KORUSU,Beykoz,41.10483000,29.07460000
40.9872436523438,29.1302490234375,Kamu,KÜÇÜKBAKKALKÖY ATIK AKTARMA İSTASYONU BAHÇESİ,Ataşehir,40.98495204,29.13012028
41.0311889648438,28.9324951171875,Kamu,EDİRNEKAPI İBB HİZMET BİRİMLERİ BAHÇESİ,Fatih,41.02764426,28.93069267
41.0311889648438,28.9324951171875,Cadde (Kavşak ve Refüj),EDİRNEKAPI KAVŞAĞI - VATAN CADDESİ KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,Bakırköy,41.02945319,28.93378258
41.0311889648438,28.9324951171875,Park,ŞEHİT MEHMET HÜSEYİN BALTA PARKI,Fatih,41.02979312,28.93634140
41.0311889648438,28.9324951171875,Cadde (Kavşak ve Refüj),EDİRNEKAPI SUR DİPLERİ,Fatih,41.02945319,28.93378258
41.0311889648438,28.9324951171875,Kamu,EDİRNEKAPI İETT GARAJI,Fatih,41.02852243,28.92932475
41.0311889648438,28.9324951171875,Park,HABEŞ PARKI,Eyüpsultan,41.03212400,28.93679202
40.9872436523438,28.6907958984375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",HARAMİDERE KAVŞAĞI AVCILAR DOLUM TESİSLERİ ARASI (SARI ZEYBEK CADDESİ),Beylikdüzü / Avcılar,40.98850949,28.69274166
41.1849975585938,28.9874267578125,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",NEŞET SUYU TABİAT PARKI BAHÇE KÖY ÇIKIŞ YOLU YAN REFÜJLER,Sarıyer,41.18415946,28.98838566
41.1849975585938,28.9874267578125,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",NEŞET SUYU TABİAT PARKI BAHÇE KÖY GİRİŞ YOLU YAN REFÜJLER,Sarıyer,41.18415946,28.98838566
41.2069702148438,29.0313720703125,Cadde (Kavşak ve Refüj),ZEKERİYAKÖY - KUMKÖY CADDESİ ORTA VE YAN REFÜJLER,Sarıyer,41.20853353,29.02625793
41.0531616210938,29.0313720703125,Park,CEMİL TOPUZLU PARKI,Beşiktaş,41.05475277,29.03471947
41.0531616210938,29.0313720703125,Kamu,DEFTERDAR İBRAHİM PAŞA CAMİ BAHÇESİ,Beşiktaş,41.05106747,29.03317451
41.0531616210938,29.0313720703125,Kamu,TRT ULUS BAHÇESİ,Beşiktaş,41.05715738,29.03047137
41.0037231445313,28.9764404296875,Park,ÇATLADIKAPI SAHİL PARKI,Fatih,41.00159744,28.97589326
41.0037231445313,28.9764404296875,Meydan,SULTANAHMET MEYDANI CAMİ BAHÇESİ VE ÇEVRESİ,Fatih,41.00732579,28.97808194
41.0476684570313,29.0423583984375,Park,BEYLERBEYİ PARKI,Üsküdar,41.04365278,29.04265746
40.9213256835938,29.1302490234375,Park,HÜSEYİN NİHAL ATSIZ PARKI,Maltepe,40.92189798,29.12725552
40.9213256835938,29.1302490234375,Park,MALTEPE ÇAMLIK PARKI,Maltepe,40.925466,29.129888
40.9213256835938,29.1302490234375,Meydan,MALTEPE CUMHURİYET MEYDANI,Maltepe,40.925032,29.131287
40.9213256835938,29.1302490234375,,MALTEPE ADALET MEYDANI,Maltepe,40.92286600,29.12650129
41.0092163085938,28.9764404296875,Kamu,İSTANBUL VALİLİĞİ BAHÇESİ,Fatih,41.01228861,28.97661209
41.0092163085938,28.9764404296875,Meydan,SULTANAHMET MEYDANI CAMİ BAHÇESİ VE ÇEVRESİ,Fatih,41.00732579,28.97808194
41.0092163085938,28.9764404296875,Park,TURŞUCUZADE KONAĞI PARKI,Fatih,41.00826495,28.97790492
41.0366821289063,28.9764404296875,Cadde (Kavşak ve Refüj),KASIMPAŞA STADI ETRAFI,Beyoğlu,41.03347151,28.97421956
41.0366821289063,28.9764404296875,Park,SURURİ PARKI,Beyoğlu,41.03748958,28.97150517
41.0366821289063,28.9764404296875,Cadde (Kavşak ve Refüj),TARLABAŞI - AZAPKAPI ARASI ORTA VE YAN REFÜJLER,Beyoğlu,41.03619071,28.97899389
40.9432983398438,29.1192626953125,Koru,İDEALTEPE 50. YIL KORUSU,Maltepe,40.94115429,29.12302315
41.0641479492188,28.8336181640625,Kamu,İSTANBUL BÖLGE İDARE MAHKEMESİ BAHÇESİ,Bağcılar,41.06216318,28.82882237
41.0586547851563,28.8446044921875,Metro Çıkışı,GÖZTEPE METRO ÇIKIŞI,Bağcılar,41.05672680,28.84666443
41.0641479492188,28.8446044921875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",GİYİMKENT - BATIŞEHİR - MAHMUTBEY - İSTOÇ ARASI ORTA VE YAN REFÜJLER,Esenler / Bağcılar,41.06556878,28.84370327
41.1080932617188,28.7896728515625,Park,BAŞAKŞEHİR 2. ETAP KORU PARKI,Başakşehir,41.10538900,28.78594500
41.1080932617188,28.7896728515625,Cadde (Kavşak ve Refüj),BAŞAKŞEHİR HÜRRİYET BULVARI ORTA VE YAN REFÜJLER,Başakşehir,41.10884736,28.79542351
41.1080932617188,28.7896728515625,Park,BAŞAKŞEHİR ONURKENT PARKI - 2,Başakşehir,41.10798946,28.79487500
41.1026000976563,28.7896728515625,Park,BAŞAKŞEHİR 2. ETAP KORU PARKI,Başakşehir,41.10538900,28.78594500
41.1026000976563,28.7896728515625,Kamu,İBB BAŞAKŞEHİR KÜLTÜR MERKEZİ BAHÇESİ,Başakşehir,41.10417882,28.78534913
41.0147094726563,29.2071533203125,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",SARIGAZİ KAVŞAĞI,Çekmeköy,41.01573322,29.20529503
41.0696411132813,28.8555908203125,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",GİYİMKENT CADDESİ - TEM KUZEY YAN YOL ARASI KAVŞAĞI,Esenler,41.06842416,28.85876119
41.0476684570313,28.8995361328125,Park,KOCATEPE PARKI,Bayrampaşa,41.04894359,28.89517486
41.0476684570313,28.8995361328125,Park,BAYRAMPAŞA TUNA CADDESİ PARKI,Bayrampaşa,41.04531461,28.90441775
41.0476684570313,28.8995361328125,Kamu,İBB BAYRAMPAŞA İSMETPAŞA ÇEM BAHÇESİ,Bayrampaşa,41.04355062,28.90144587
41.0696411132813,28.8116455078125,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",A 0 KAVŞAĞI,Başakşehir,41.06614310,28.81118417
41.0696411132813,28.8116455078125,Cadde (Kavşak ve Refüj),YAŞAR DOĞU BULVARI ORTA VE YAN REFÜJLER,Başakşehir,41.07347135,28.81396294
40.9982299804688,28.8446044921875,Park,ŞEHİT YARBAY CESUR PARKI,Bağcılar,40.99611469,28.84879930
41.0037231445313,29.2620849609375,Cadde (Kavşak ve Refüj),ATAYOLU CADDESİ,Sultanbeyli,41.00401434,29.26146269
40.9323120117188,29.3499755859375,Cadde (Kavşak ve Refüj),AKFIRAT - ORHANLI - TEPEÖREN YOLU ORTA VE YAN REFÜJLER,Tuzla,40.93272925,29.34844136
40.9323120117188,29.3499755859375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ORHANLI KAVŞAĞI,Pendik / Tuzla,40.93059750,29.34767962
40.9323120117188,29.3499755859375,Cadde (Kavşak ve Refüj),ORHANLI YOLU ORTA VE YAN REFÜJLER,Tuzla,40.93272520,29.34843063
40.9817504882813,28.8555908203125,Cadde (Kavşak ve Refüj),ADNAN KAHVECİ BULVARI ORTA REFÜJ,Bakırköy,40.97882891,28.85108471
40.9817504882813,28.8555908203125,Metro Çıkışı,ATAKÖY METRO İSTASYONU ÇEVRESİ,Bakırköy,40.980062,28.856231
40.9158325195313,29.3170166015625,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",HAVALİMANI TERMİNAL KAVŞAĞI - HAVALİMANI BAĞLANTI KAVŞAĞI ARASI,Pendik,40.91462333,29.31851863
40.9927368164063,28.8775634765625,Kamu,BAKIRKÖY ADLİYE BİNASI BAHÇESİ,Bakırköy,40.99549003,28.87867659
41.1685180664063,29.0533447265625,Park,HİDAYETİN BAĞI PARKI,Sarıyer,41.17199611,29.05598121
41.0256958007813,29.1302490234375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ŞİLE BAĞLANTI KAVŞAĞI,Ümraniye,41.02789202,29.13057404
41.0256958007813,29.1302490234375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",TEPEÜSTÜ KAVŞAĞI,Ümraniye,41.02154938,29.12833929
41.0256958007813,29.1302490234375,Kamu,İBB YEŞİL VADİ SPOR TESİSİ BAHÇESİ,Ümraniye,41.02818399,29.12774150
40.8993530273438,29.3499755859375,Cadde (Kavşak ve Refüj),FETTAH BAŞARAN CADDESİ,Tuzla,40.89727506,29.35510920
40.9982299804688,28.8775634765625,Kamu,BAKIRKÖY ADLİYE BİNASI BAHÇESİ,Bakırköy,40.99549003,28.87867659
41.0586547851563,28.7567138671875,Park,HASANOĞLU DERESİ PARKI,Küçükçekmece,41.05683250,28.75742158
41.0641479492188,28.9544677734375,Cadde (Kavşak ve Refüj),GÖÇMEN BLOKLARI YAN REFÜJLER,Kağıthane,41.06266068,28.95580888
41.0641479492188,28.9544677734375,Kamu,KAĞITHANE İETT BAHÇESİ,Kağıthane,41.06532813,28.95882905
41.0641479492188,28.9544677734375,Mesire Alanı,KAĞITHANE MESİRE ALANI,Kağıthane,41.06431091,28.94990802
41.0641479492188,28.9544677734375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",KAĞITHANE SADABAT TÜNEL ÇIKIŞI ORTA VE YAN REFÜJLER,Kağıthane,41.06432709,28.95358801
41.0641479492188,28.9544677734375,Cadde (Kavşak ve Refüj),KAZIM KARABEKİR CADDESİ - SÜNNET KÖPRÜSÜ ARASI ORTA VE YAN REFÜJLER,Eyüpsultan,41.06416,28.95073
41.0641479492188,28.9544677734375,Park,MERMERCİLER PARKI,Kağıthane,41.06339176,28.95085350
41.0641479492188,28.9544677734375,Mesire Alanı,SADABAT MESİRE ALANI - 1,Kağıthane,41.06725129,28.95825505
41.0641479492188,28.9544677734375,Mesire Alanı,SADABAT MESİRE ALANI - 4,Kağıthane,41.06634532,28.95394742
41.0641479492188,28.9544677734375,Park,EMNİYETTEPE PARKI,Eyüpsultan,41.06589638,28.94909263
41.0641479492188,28.9544677734375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",HASDAL KAVŞAĞI OKMEYDANI KAVŞAĞI ARASI 1. KISIM ORTA VE YAN REFÜJLER,Kağıthane,41.06183960,28.95888805
40.8773803710938,29.3280029296875,Park,HACET DERESİ PARKI,Tuzla,40.87482720,29.32693005
41.0916137695313,28.5040283203125,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",TEM ÇATALCA KAVŞAĞI,Çatalca,41.08923968,28.50818682
40.9323120117188,29.1522216796875,Kamu,İBB MALTEPE GÜLSUYU ÇEM BAHÇESİ,Maltepe,40.931505,29.155038
41.0806274414063,28.9544677734375,Park,ALİBEYKÖY MERKEZ PARKI,Eyüpsultan,41.08068758,28.94876808
41.0806274414063,28.9544677734375,Park,Ç.MESKEN - GÖÇMEN BLOKLARI PARKI,Eyüpsultan,41.08155897,28.95928502
41.0806274414063,28.9544677734375,Park,ÇOBAN ÇEŞME PARKI,Eyüpsultan,41.08084730,28.95092726
41.0806274414063,28.9544677734375,Cadde (Kavşak ve Refüj),ÇOBANÇEŞME OKUL ÜSTÜ,Eyüpsultan,41.08141340,28.95390451
41.0806274414063,28.9544677734375,Park,GÜZELTEPE PARKI,Eyüpsultan,41.08075834,28.95801902
41.0806274414063,28.9544677734375,Park,ALİBEYKÖY LOJİSTİK MERKEZİ,Eyüpsultan,41.08455114,28.95161390
41.0861206054688,28.9544677734375,Park,ALİBEYKÖY LOJİSTİK MERKEZİ,Eyüpsultan,41.08455114,28.95161390
41.2344360351563,28.8555908203125,Park,ODAYERİ MAHALLE PARKI,Eyüpsultan,41.23523644,28.85244191
40.9158325195313,29.1851806640625,Kamu,İBB KARTAL EK HİZMET BİNASI BAHÇESİ,Kartal,40.91349231,29.18525577
41.0916137695313,28.6468505859375,Park,HOŞDERE MİLLET PARKI,Başakşehir,41.09266975,28.65003705
41.0586547851563,28.6907958984375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",TEM ISPARTAKULE VİYADÜK - TEM AVCILAR KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,Başakşehir / Avcılar,41.05672195,28.68818235
41.0696411132813,28.9984130859375,Meydan,MECİDİYEKÖY MEYDANI,Şişli,41.06614917,28.99514347
40.9378051757813,29.3060302734375,Park,DEDEPAŞA CADDESİ PARKI,Pendik,40.93916869,29.31126595
40.9158325195313,29.3389892578125,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",HAVALİMANI BAĞLANTI KAVŞAĞI - ORHANLI KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,Pendik / Tuzla,40.91729069,29.33582962
41.0311889648438,28.5479736328125,Kamu,İBB BÜYÜKÇEKMECE TEPECİK ÇEM BAHÇESİ,Büyükçekmece,41.03221910,28.55193257
40.9927368164063,29.1851806640625,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",MALTEPE BAŞIBÜYÜK - SAMANDIRA ARASI ORTA VE YAN REFÜJLER,Maltepe,40.989985,29.185671
41.1465454101563,28.6248779296875,Kamu,İBB ARNAVUTKÖY HADIMKÖY ÇEM BAHÇESİ,Arnavutköy,41.146814,28.626209
41.0641479492188,28.3831787109375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",TEM SELİMPAŞA KAVŞAĞI - E5 SELİMPAŞA KAVŞAĞI ARASI YAN REFÜJLER,Silivri,41.06466926,28.37950087
40.9048461914063,29.3719482421875,Cadde (Kavşak ve Refüj),TUZLA DEMOKRASİ CADDESİ ORTA REFÜJ,Tuzla,40.90244454,29.37473238
40.9048461914063,29.1522216796875,Park,İBB SOSYAL TESİSLER - KARTAL İDO ARASI KARA VE SAHİL PARKI,Kartal,40.90192961,29.14959848
41.0421752929688,28.8555908203125,Park,AZERBAYCAN DOSTLUK PARKI,Bağcılar,41.04378607,28.85507208
40.9103393554688,29.1522216796875,Cadde (Kavşak ve Refüj),ÜSKÜDAR CADDESİ ORTA VE YAN REFÜJLER,Kartal,40.91091196,29.15576756
40.9103393554688,29.1522216796875,Kamu,İBB MALTEPE YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU BAHÇESİ,Maltepe,40.91190143,29.15367036
41.0092163085938,28.9215087890625,Cadde (Kavşak ve Refüj),10. YIL CADDESİ YAN REFÜJLER,Zeytinburnu,41.00624898,28.92107964
41.0037231445313,28.9324951171875,Park,NADİR NADİ PARKI,Fatih,41.00041932,28.93406153
41.0256958007813,28.9215087890625,Kamu,ANIT MEZAR ÇEVRESİ,Fatih,41.02507849,28.92690539
41.0256958007813,28.9215087890625,Park,TOPKAPI DEPREM PARKI,Zeytinburnu,41.02142796,28.92103672
41.0256958007813,28.9215087890625,Cadde (Kavşak ve Refüj),VATAN CADDESİ KAVŞAĞI,Fatih,41.02887045,28.92463624
41.0366821289063,28.9544677734375,Cadde (Kavşak ve Refüj),HASKÖY TÜNEL GİRİŞİ ORTA VE YAN REFÜJLER,Beyoğlu,41.03945199,28.95432830
41.2069702148438,29.0972900390625,Hatıra Ormanı,GARİPÇE 15 TEMMUZ ŞEHİTLERİ HATIRA ORMANI,Sarıyer,41.20765355,29.09832001
41.0421752929688,28.9544677734375,Park,ŞEHİT ŞEYHMUZ DEMİR PARKI,Beyoğlu,41.04060918,28.95029962
41.0421752929688,28.9544677734375,Cadde (Kavşak ve Refüj),HASKÖY TÜNEL GİRİŞİ ORTA VE YAN REFÜJLER,Beyoğlu,41.03945199,28.95432830
41.0092163085938,28.9654541015625,Meydan,BEYAZIT MEYDANI,Fatih,41.01031324,28.96388233
41.0092163085938,28.9654541015625,Kamu,İSTANBUL ÜNİVERSİTESİ BAHÇESİ,Fatih,41.01254767,28.96415591
41.0311889648438,28.9764404296875,Cadde (Kavşak ve Refüj),KASIMPAŞA STADI ETRAFI,Beyoğlu,41.03347151,28.97421956
41.0366821289063,28.9654541015625,Park,KADI MEHMET EFENDİ PARKI,Beyoğlu,41.03397732,28.96411568
41.0366821289063,28.9654541015625,Cadde (Kavşak ve Refüj),KASIMPAŞA HAMAM ÖNÜ,Beyoğlu,41.03381141,28.96816313
41.0586547851563,28.8336181640625,Park,ŞEHİT BEKÇİ KANSU TURAN PARKI,Bağcılar,41.05658455,28.83527261
41.0696411132813,28.8446044921875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",GİYİMKENT - BATIŞEHİR - MAHMUTBEY - İSTOÇ ARASI ORTA VE YAN REFÜJLER,Esenler / Bağcılar,41.06556878,28.84370327
41.1245727539063,28.8336181640625,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ARNAVUTKÖY - HABİBLER ARASI ORTA VE YAN REFÜJLER,Sultangazi,41.12751417,28.83287787
41.1300659179688,28.8336181640625,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ARNAVUTKÖY - HABİBLER ARASI ORTA VE YAN REFÜJLER,Sultangazi,41.12751417,28.83287787
41.0971069335938,28.8995361328125,Park,GAZİ PARKI,Sultangazi,41.09576652,28.89964879
41.0971069335938,28.8995361328125,Kamu,75. YIL YÜZME HAVUZU BAHÇESİ,Sultangazi,41.09564120,28.90205204
41.0971069335938,28.8995361328125,Cadde (Kavşak ve Refüj),LÜTFİ AYKAÇ BULVARI (VEGA AVM ÖNÜ) KAVŞAĞI,Sultangazi,41.09409889,28.90340656
41.0971069335938,28.8995361328125,Kamu,İBB SULTANGAZİ YUNUS EMRE ÇEM BAHÇESİ,Sultangazi,41.0944885,28.8959524
41.0971069335938,28.7896728515625,Metro Çıkışı,BAŞAKKONUTLARI METRO İSTASYONU ÇIKIŞI,Başakşehir,41.09747858,28.79102200
41.0476684570313,28.9434814453125,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",HALICIOĞLU KAVŞAĞI,Beyoğlu,41.04810202,28.94435145
41.0476684570313,28.9434814453125,Park,HALICIOĞLU PARKI,Beyoğlu,41.04492621,28.94480109
41.0476684570313,28.9434814453125,Kamu,HALİÇ SU SPORLARI MERKEZİ BAHÇESİ,Beyoğlu,41.04476438,28.94432634
41.1355590820313,29.0423583984375,Cadde (Kavşak ve Refüj),TARABYA BAYIRI CADDESİ ORTA VE YAN REFÜJLER,Sarıyer,41.13586776,29.03917525
41.0696411132813,28.8006591796875,Metro Çıkışı,İKİTELLİ SANAYİ METRO İSTASYONU,Küçükçekmece,41.07302448,28.80187824
41.0696411132813,28.9764404296875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ÇAĞLAYAN KAVŞAĞI,Şişli,41.06785795,28.97802830
41.0751342773438,28.9764404296875,Ağaçlandırma Sahası,HARABELER ÜSTÜ VE SEDİMANTASYON PROJESİ,Kağıthane,41.07922984,28.97710562
41.0641479492188,28.7896728515625,Cadde (Kavşak ve Refüj),MASKO ÖNÜ YAMAÇLAR,Başakşehir,41.06537464,28.78713012
41.0641479492188,28.7896728515625,Cadde (Kavşak ve Refüj),TEM GİŞE YAMAÇLAR YAN REFÜJLER,Başakşehir,41.06305225,28.78481757
41.0971069335938,28.9654541015625,Cadde (Kavşak ve Refüj),TEK LOJMANLARI ÇEVRESİ,Kağıthane,41.09594036,28.96042764
41.0971069335938,28.9654541015625,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",HASDAL - OKMEYDANI ORTA REFÜJ,Kağıthane / Eyüp,41.09539055,28.96347463
41.0971069335938,28.9654541015625,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",HASDAL KAVŞAĞI,Eyüpsultan,41.09655888,28.96399498
41.0641479492188,28.7786865234375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",TEM MAHMUTBEY GİŞELER - TEM TAHTAKALE KÖPRÜSÜ ARASI ORTA VE YAN REFÜJLER,Küçükçekmece,41.06226834,28.77606869
40.9927368164063,29.0313720703125,Cadde (Kavşak ve Refüj),PARİS MAHALLESİ ORTA REFÜJ,Kadıköy,40.995668,29.032209
41.1355590820313,28.9215087890625,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",KEMERBURGAZ OTOYOLU ORTA VE YAN REFÜJLER,Eyüpsultan,41.13813640,28.92056465
41.0751342773438,28.7127685546875,Cadde (Kavşak ve Refüj),AVCILAR AYDOS SOKAK ORTA REFÜJ VE KAVŞAĞI,Avcılar,41.07770777,28.71233511
41.0751342773438,28.6907958984375,Cadde (Kavşak ve Refüj),BAHÇEŞEHİR ISPARTAKULE CADDESİ YAN REFÜJ - CAMİ ÖNÜ,Başakşehir,41.07686423,28.69442225
40.9323120117188,29.1741943359375,Park,ESENKENT TATLISU PARKI,Maltepe,40.93445568,29.17126000
40.9323120117188,29.1741943359375,Park,ESENKENT ÖĞRENCİ PARKI,Kartal,40.93230169,29.17070210
41.0202026367188,29.0203857421875,Meydan,ÜSKÜDAR MİMAR SİNAN MEYDANI,Üsküdar,41.02350822,29.01684523
41.1685180664063,28.8995361328125,Cadde (Kavşak ve Refüj),SELANİK - İSTANBUL CADDELERİ ORTA VE YAN REFÜJLER,Eyüpsultan,41.17078829,28.90414953
41.0256958007813,29.0423583984375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",BAĞLARBAŞI - KAPİTOL - ALTUNİZADE ARASI ORTA VE YAN REFÜJLER,Üsküdar,41.02243959,29.04530955
41.0202026367188,29.0643310546875,Park,KISIKLI MAHALLESİ PARKI,Üsküdar,41.02260100,29.06308400
41.0202026367188,29.0643310546875,Park,KISIKLI MEHMET AKİF ERSOY PARKI,Üsküdar,41.02260100,29.06308400
41.0202026367188,29.0643310546875,Kamu,İSKİ BULGURLU YERLİ SUYU MEMBA ALANI,Üsküdar,41.02034328,29.06944335
41.0202026367188,29.0643310546875,Koru,KÜÇÜK ÇAMLICA KORUSU,Üsküdar,41.01694200,29.06392800
41.0311889648438,28.8116455078125,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",GÜNEŞLİ KAVŞAĞI,Bağcılar,41.02779014,28.81130605
40.9597778320313,28.8336181640625,Park,DENİZ AKTAŞ PARKI,Bakırköy,40.96378000,28.83312400
40.9597778320313,28.8336181640625,Park,ÇINAR OTEL YANI PARKI,Bakırköy,40.95946360,28.83750468
40.9597778320313,28.8336181640625,Park,ÖZGÜRLÜK VE DEMOKRASİ PARKI,Bakırköy,40.95989909,28.83706748
40.9597778320313,28.8336181640625,Park,RÖNEPARK,Bakırköy,40.9570708,28.8316972
41.0092163085938,28.8116455078125,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",SEFAKÖY KAVŞAĞI,Küçükçekmece,41.01005090,28.81326278
41.0092163085938,28.8116455078125,Cadde (Kavşak ve Refüj),SEFAKÖY MALAZGİRT CADDESİ ORTA VE YAN REFÜJLER,Küçükçekmece,41.00790737,28.80809762
40.9982299804688,29.0972900390625,Cadde (Kavşak ve Refüj),3004 CADDESİ ORTA VE YAN REFÜJLER,Ümraniye,41.00160149,29.09926414
40.9982299804688,29.0972900390625,Park,DEPREM PARKI,Ataşehir,40.99982862,29.0946973
41.0366821289063,28.7677001953125,Park,MENEKŞE DERESİ PARKI,Küçükçekmece,41.03955850,28.77105899
41.0311889648438,28.7786865234375,Park,İSTASYON MAHALLESİ PARKI,Küçükçekmece,41.03144138,28.77805381
41.0092163085938,29.1082763671875,Park,ŞEHİTLİK PARKI,Ümraniye,41.01044075,29.10488874
41.1520385742188,29.5916748046875,Kamu,İBB ŞİLE SPOR KOMPLEKSİ BAHÇESİ,Şile,41.15503434,29.58853681
41.0311889648438,29.1082763671875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",KÜÇÜKSU KAVŞAĞI,Ümraniye,41.02927108,29.10617352
40.9597778320313,28.8226318359375,Park,ŞEHİT GÜLŞEN BAHADIR PARKI,Bakırköy,40.95757375,28.82598728
40.9597778320313,28.8226318359375,Kamu,YEŞİLKÖY EMNİYET MÜDÜRLÜĞÜ LOJMANI BAHÇESİ,Bakırköy,40.96139188,28.82643521
40.9652709960938,28.8116455078125,Kamu,ÇİROZ ENGELLİLER KAMPI,Bakırköy,40.96196711,28.81249845
40.9652709960938,28.8116455078125,Kamu,İTFAİYE MÜFREZESİ BAHÇESİ,Bakırköy,40.96317428,28.80790651
40.9872436523438,28.7677001953125,Park,BALIKÇI ADASI PARKI,Küçükçekmece,40.98892738,28.77070481
40.9872436523438,28.7677001953125,Cadde (Kavşak ve Refüj),FLORYA KAVŞAĞI - KÜÇÜKÇEKMECE GÖLÜ ARASI ORTA VE YAN REFÜJLER,Avcılar / Küçükçekmece,40.98549660,28.76836924
41.0806274414063,28.2073974609375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ALİPAŞA KAVŞAĞI,Silivri,41.08147541,28.21122269
41.0476684570313,29.0093994140625,Park,YAHYA KEMAL PARKI,Beşiktaş,41.04866849,29.00877714
41.0476684570313,29.0093994140625,Kamu,YILDIZ HAMİDİYE CAMİ BAHÇESİ,Beşiktaş,41.04970617,29.00991708
41.0476684570313,29.0093994140625,Koru,YILDIZ KORUSU,Beşiktaş,41.04911500,29.01493300
40.9817504882813,28.7567138671875,Park,KÜÇÜKÇEKMECE MENEKŞE PARKI,Küçükçekmece,40.98207298,28.76177280
