LATITUDE_DENSE,LONGITUDE_DENSE,TÜR,MAHAL ADI,İLÇE,LATITUDE_PARK,LONGITUDE_PARK
40.9817504882813,28.7567138671875,Park,KÜÇÜKÇEKMECE SAHİL PARKI,Küçükçekmece,40.97992796,28.75228186
41.0751342773438,29.0203857421875,Metro Çıkışı,NİSPETİYE METRO İSTASYONU ÇIKIŞI VE ÇEVRESİ,Beşiktaş,41.07731068,29.02424902
41.0751342773438,29.0203857421875,Cadde (Kavşak ve Refüj),ZİNCİRLİKUYU - AKMERKEZ YOLU ARASI ORTA VE YAN REFÜJLER,Sarıyer,41.07349561,29.02294993
41.0751342773438,29.0203857421875,Cadde (Kavşak ve Refüj),ZİNCİRLİKUYU - AKMERKEZ YOLU ARASI YAN REFÜJLER,Sarıyer,41.07349561,29.02294993
41.0806274414063,29.0093994140625,Cadde (Kavşak ve Refüj),SABANCI KAVŞAĞI,Beşiktaş,41.08418724,29.00916338
41.0806274414063,29.0093994140625,Cadde (Kavşak ve Refüj),ZİNCİRLİKUYU - HACIOSMAN ARASI ORTA VE YAN REFÜJLER,Sarıyer,41.08397698,29.00882006
41.0861206054688,29.0423583984375,Metro Çıkışı,HİSAR ÜSTÜ BOĞAZİÇİ ÜNİVERSİTESİ METRO İSTASYONU ÇIKIŞI VE ÇEVRESİ,Sarıyer,41.08504039,29.04538393
41.0861206054688,29.0423583984375,Koru,HİSAR ÜSTÜ FATİH KORUSU PARKI,Sarıyer,41.08904229,29.04357212
41.0476684570313,29.0533447265625,Park,HAVUZBAŞI PARKI,Üsküdar,41.04679333,29.05374974
41.0476684570313,29.0533447265625,Cadde (Kavşak ve Refüj),PAŞALİMANI - VANİKÖY ARASI ORTA VE YAN REFÜJLER,Üsküdar,41.04580957,29.04880132
41.0531616210938,29.0533447265625,Park,KULELİ PARKI - 1,Üsküdar,41.05568822,29.05209884
41.0531616210938,29.0533447265625,Kamu,VAHDETTİN KORUSU,Üsküdar,41.05466984,29.05780256
41.0696411132813,29.0533447265625,Park,VANİKÖY PARKI,Üsküdar,41.06823913,29.05733183
41.0806274414063,29.0753173828125,Kamu,İSTANBUL BOĞAZİÇİ ÜNİVERSİTESİ BAHÇESİ,Beykoz ,41.08075834,29.07102585
40.9872436523438,28.7347412109375,Kamu,AVCILAR MURAT KÖLÜK HASTANESİ BAHÇESİ,Avcılar,40.98413372,28.73130151
41.0861206054688,29.0753173828125,Park,MUHTAR HAYRULLAH ERSAYIN PARKI,Beykoz,41.08881273,29.0771788
40.9817504882813,28.8775634765625,Meydan,BAKIRKÖY CUMHURİYET MEYDANI VE ÇEVRESİ,Bakırköy,40.98107000,28.87370200
40.9817504882813,28.8775634765625,Park,DİNOZORLU PARKI,Bakırköy,40.98250900,28.87212600
40.9817504882813,28.8775634765625,Cadde (Kavşak ve Refüj),BAKIRKÖY İSTANBUL CADDESİ,Bakırköy,40.97841582,28.87447357
40.9817504882813,28.8775634765625,Kamu,YENİ MAHALLE MUHTARLIK ÇEVRESİ,Bakırköy,40.98135500,28.88021800
41.1026000976563,29.0423583984375,Park,SARIYER HEZARFEN AHMET ÇELEBİ PARKI,Sarıyer,41.10256846,29.03882485
41.1026000976563,29.0423583984375,Park,PROF. DR. AZİZ SANCAR PARKI,Sarıyer,41.10468005,29.04602498
41.1135864257813,29.0643310546875,Park,İSTİNYE İDO PARKI,Sarıyer,41.11387815,29.06118091
41.1135864257813,29.0643310546875,Park,YENİKÖY PLAJ PARKI,Sarıyer,41.11740751,29.06486213
41.1190795898438,29.0643310546875,Park,YENİKÖY PLAJ PARKI,Sarıyer,41.11740751,29.06486213
40.9872436523438,28.8775634765625,Cadde (Kavşak ve Refüj),BAKIRKÖY İNCİRLİ CADDESİ,Bakırköy,40.986646,28.872277
41.0531616210938,29.1192626953125,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",TEM OTOYOLU KÜÇÜKSU CADDESİ ARASI BAĞLANTI YOLU,Ümraniye,41.05610385,29.11748171
41.0696411132813,28.6248779296875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",TEM HADIMKÖY KAVŞAĞI - E5 HADIMKÖY KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,Esenyurt / Büyükçekmece,41.06691479,28.62084389
41.0641479492188,28.6468505859375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",TEM AVCILAR KAVŞAĞI - TEM HADIMKÖY KAVŞAĞI ARASI ORTA YAN REFÜJLER,Esenyurt / Başakşehir,41.06376974,28.65260983
41.1245727539063,28.4930419921875,Kamu,ÇATALCA RMS İSTASYONU BAHÇESİ,Çatalca,41.12275401,28.49676490
41.0256958007813,29.2181396484375,Cadde (Kavşak ve Refüj),TAŞDELEN KAVŞAĞI,Çekmeköy,41.02221492,29.21613890
40.9927368164063,28.9105224609375,Park,ŞEHİT ESRA TEKİN - HAKAN TEKİN PARKI,Zeytinburnu,40.98886374,28.91169727
40.8828735351563,29.2620849609375,Park,BOTAŞ PARKI PENDİK,Pendik,40.88182793,29.25962269
40.8828735351563,29.2620849609375,Park,KAYNARCA BÖLGE PARKI,Pendik,40.88425730,29.26279843
41.0641479492188,28.5369873046875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",D100 MİMAR SİNAN KAVŞAĞI - ÇATALCA AHMEDİYE KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,Çatalca,41.06336851,28.53235245
41.0202026367188,29.1851806640625,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ÇEKMEKÖY KAVŞAĞI - KEMERDERE KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,Ümraniye / Çekmeköy,41.02037881,29.18010908
41.0202026367188,29.1851806640625,Kamu,İBB ÇEKMEKÖY SPOR KOMPLEKSİ BAHÇESİ,Çekmeköy,41.02345561,29.18530941
41.0202026367188,29.1851806640625,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",KEMERDERE KAVŞAĞI ORTA REFÜJ,Ümraniye / Çekmeköy,41.01659895,29.18278533
41.0421752929688,28.8885498046875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",15 TEMMUZ OTOGAR KAVŞAĞI VE ORA AVM ÖNÜ ORTA VE YAN REFÜJLER,Bayrampaşa / Esenler,41.04338878,28.88573885
41.0421752929688,28.8885498046875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ESENLER KAVŞAĞI - VATAN KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,Bayrampaşa / Esenler,41.04502736,28.89127493
41.0421752929688,28.8885498046875,Kamu,İBB PROF. DR. ADEM BAŞTÜRK KÜLTÜR MERKEZİ BAHÇESİ,Esenler,41.04022885,28.88406515
41.0421752929688,28.8885498046875,Kamu,İBB ESENLER YAVUZSELİM (METRO) ÇEM BAHÇESİ,Esenler,41.04042306,28.88469011
40.8718872070313,29.2401123046875,Kamu,İETT DURAKLARI VE PAZAR YERİ ORTA VE YAN REFÜJLER,Pendik,40.87438100,29.24421608
41.0366821289063,28.4381103515625,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",KUMBURGAZ KAVŞAĞI - ORTAKÖY KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,Büyükçekmece,41.03783274,28.43592741
40.9762573242188,29.2291259765625,Kamu,SANCAKTEPE EYÜP SULTAN SPOR KOMPLEKSİ BAHÇESİ,Sancaktepe,40.97887953,29.23185292
40.9762573242188,29.2291259765625,Cadde (Kavşak ve Refüj),AŞIK REYHANİ CADDESİ ORTA VE YAN REFÜJLER,Sancaktepe,40.9755946,29.2322371
40.9982299804688,28.6248779296875,Park,BEYLİKDÜZÜ KREŞ EĞİTİM YAPISI VE ÇOCUK OYUN PARKI,Beylikdüzü,40.99560947,28.62893879
41.2289428710938,28.4930419921875,Park,ÇATALCA KESTANELİK MAHALLE PARKI,Çatalca,41.23042520,28.49578482
41.0531616210938,28.8555908203125,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",MAHMUTBEY DOĞU KAVŞAĞI - ESENLER KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,Esenler,41.05509256,28.85686219
41.0916137695313,29.0203857421875,Cadde (Kavşak ve Refüj),BALTALİMANI - LEVENT BAĞLANTI YOLU ARASI ORTA VE YAN REFÜJLER,Sarıyer,41.09361577,29.02540684
41.0916137695313,29.0203857421875,Cadde (Kavşak ve Refüj),FSM - LEVENT BAĞLANTI YOLU ARASI ORTA VE YAN REFÜJLER,Beşiktaş,41.09087468,29.02020872
41.1355590820313,29.0313720703125,Kent Ormanı,HACIOSMAN ATATÜRK KENT ORMANI VE DERBENT BÖLÜMÜ,Sarıyer,41.13637000,29.03176900
41.0641479492188,29.0533447265625,Park,KULELİ PARKI - 2,Üsküdar,41.06063222,29.05267686
40.9982299804688,28.9434814453125,Park,DR. MİMAR KADİR TOPBAŞ MEYDANI,Fatih,40.99771484,28.94713998
40.9982299804688,28.9434814453125,Cadde (Kavşak ve Refüj),ÇATLADIKAPI PARKI - YENİKAPI ARASI ORTA VE YAN REFÜJLER,Fatih,41.00085981,28.94412732
41.0037231445313,28.9215087890625,Cadde (Kavşak ve Refüj),10. YIL CADDESİ YAN REFÜJLER,Zeytinburnu,41.00624898,28.92107964
41.0037231445313,28.9215087890625,Kamu,İBB SİLİVRİKAPI BUZ PATENİ PİSTİ BAHÇESİ,Zeytinburnu,41.00327349,28.92308056
41.0861206054688,29.0533447265625,Park,DUATEPE PARKI,Sarıyer,41.08740571,29.05107021
41.0861206054688,29.0533447265625,Kamu,HİSAR ÜSTÜ EĞİTİM MERKEZİ BAHÇESİ,Sarıyer,41.08863382,29.05255884
41.0861206054688,29.0533447265625,Kamu,İBB AŞİYAN MÜZESİ BAHÇESİ,Beşiktaş,41.08264365,29.05340374
41.0421752929688,28.9984130859375,Cadde (Kavşak ve Refüj),BEŞİKTAŞ SAHİL - DOLMABAHÇE ARASI ORTA VE YAN REFÜJLER,Beşiktaş,41.04060514,29.00021553
41.0421752929688,28.9984130859375,Cadde (Kavşak ve Refüj),DOLMABAHÇE YAMAÇLAR YAN REFÜJLER,Şişli,41.03981210,28.99554312
41.0421752929688,28.9984130859375,Park,İNÖNÜ PARKI,Şişli,41.04196461,28.99687886
41.0421752929688,28.9984130859375,Cadde (Kavşak ve Refüj),İNÖNÜ STADI ETRAFI,Beşiktaş,41.04024099,28.99317741
41.0421752929688,28.9984130859375,Park,MAÇKA DEMOKRASİ PARKI,Şişli,41.04418987,28.99375677
41.0366821289063,28.9984130859375,Cadde (Kavşak ve Refüj),BEŞİKTAŞ SAHİL - DOLMABAHÇE ARASI ORTA VE YAN REFÜJLER,Beşiktaş,41.04060514,29.00021553
41.0366821289063,28.9984130859375,Kamu,DOLMABAHÇE CAMİ BAHÇESİ,Beşiktaş,41.03693524,28.99517298
41.0366821289063,28.9984130859375,Cadde (Kavşak ve Refüj),DOLMABAHÇE YAMAÇLAR YAN REFÜJLER,Şişli,41.03981210,28.99554312
41.0421752929688,28.9874267578125,Kamu,ATATÜRK KİTAPLIĞI BAHÇESİ,Beyoğlu,41.03918090,28.98939550
41.0421752929688,28.9874267578125,Cadde (Kavşak ve Refüj),BİZANS ÇÖPLÜĞÜ - DOLAPDERE ARASI ORTA REFÜJ VE İPLİKÇİ KAVŞAĞI,Beyoğlu,41.04222760,28.98358047
41.0421752929688,28.9874267578125,Cadde (Kavşak ve Refüj),ŞİŞLİ CUMHURİYET CADDESİ ORTA VE YAN REFÜJLER,Şişli,41.04474010,28.98646653
41.0421752929688,28.9874267578125,Kamu,KONGRE VADİ İÇİ BAHÇESİ,Şişli,41.04645349,28.98889929
41.0421752929688,28.9874267578125,Park,TAKSİM GEZİ PARKI,Beyoğlu,41.03865085,28.98665965
41.0421752929688,28.9874267578125,Kamu,İTÜ TAŞKIŞLA YERLEŞKESİ,Beyoğlu,41.04099558,28.99000168
41.0806274414063,29.0533447265625,Cadde (Kavşak ve Refüj),AŞİYAN - BALTALİMANI ARASI ORTA VE YAN REFÜJLER,Beşiktaş,41.08146193,29.05432642
41.0806274414063,29.0533447265625,Park,AŞİYAN PARKI,Beşiktaş,41.08127997,29.05413866
41.0806274414063,29.0533447265625,Kamu,İBB AŞİYAN MÜZESİ BAHÇESİ,Beşiktaş,41.08264365,29.05340374
41.0202026367188,28.9544677734375,Park,FATİH ANIT PARKI,Fatih,41.01575345,28.95433903
41.0202026367188,28.9544677734375,Park,HAVA ŞEHİTLERİ PARKI,Fatih,41.01593964,28.95280480
41.0202026367188,28.9544677734375,Park,ŞEHİT AHMET KARA PARKI,Fatih,41.01665607,28.95575523
41.0202026367188,28.9544677734375,Kamu,FATİH İTFAİYE DAİRE BAŞKANLIĞI,Fatih,41.01600441,28.95350218
41.0037231445313,28.9874267578125,Cadde (Kavşak ve Refüj),SARAYBURNU PARKI - ÇATLADIKAPI PARKI ARASI ORTA VE YAN REFÜJLER,Fatih,41.00381840,28.98239815
41.0366821289063,28.9434814453125,Park,AKŞEMSETTİN PARKI,Fatih,41.03563231,28.94768715
41.0366821289063,28.9434814453125,Cadde (Kavşak ve Refüj),AYVANSARAY HASTANE ÖNÜ ORTA VE YAN REFÜJLER,Fatih,41.03846068,28.94503444
41.0366821289063,28.9434814453125,Ağaçlandırma Sahası,AYVANSARAY SUR DİPLERİ,Eyüpsultan,41.03913639,28.93984973
41.0366821289063,28.9434814453125,Park,BALAT PARKI,Fatih,41.03793467,28.94572645
41.0366821289063,28.9434814453125,Park,CEMİL MERİÇ PARKI,Fatih,41.04086004,28.94273043
41.0366821289063,28.9434814453125,Park,HACI HÜSREV CAMİ PARKI,Eyüpsultan,41.03978378,28.94087970
41.1575317382813,29.6026611328125,,YENİKÖY YAŞAM VADİSİ 1. ETAP,Sancaktepe,41.1600482,29.6043299
41.0202026367188,29.1082763671875,Metro Çıkışı,YAMANEVLER METRO İSTASYONU,Ümraniye,41.02435002,29.10864115
40.8938598632813,29.2401123046875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ORTA MAHALLESİ ANKARA CADDESİ PENDİK KÖPRÜSÜ ÜSTÜ YAN REFÜJLER,Pendik,40.89027567,29.23954367
41.0256958007813,29.0863037109375,Metro Çıkışı,ÜMRANİYE METRO İSTASYONU,Ümraniye,41.02470211,29.08474803
41.0256958007813,29.0863037109375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",BULGURLU KAVŞAĞI - TANTAVİ TÜNELİ ARASI ORTA VE YAN REFÜJLER,Üsküdar,41.02465313,29.08166420
41.0311889648438,29.0753173828125,Kamu,BÜYÜK ÇAMLICA CAMİ YAKIN ÇEVRESİ,Üsküdar,41.03434809,29.07140620
41.1575317382813,28.1414794921875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",TEM KINALI KAVŞAĞI - ÇERKEZKÖY KAVŞAĞI ARASI YAN REFÜJLER,Silivri,41.15579403,28.14161682
41.0696411132813,28.6688232421875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ESENKENT BAHÇEŞEHİR YOLU CADDESİ VE MERCEDES BULVARI,Başakşehir,41.06645453,28.66997123
40.9762573242188,29.1522216796875,Kamu,KAYIŞDAĞI DARULACEZE BAHÇESİ,Ataşehir,40.97929869,29.14859533
41.0476684570313,28.8006591796875,Kamu,İBB HALKALI KAPALI YÜZME HAVUZU BAHÇESİ,Küçükçekmece,41.04494644,28.79888356
41.0476684570313,28.8006591796875,Cadde (Kavşak ve Refüj),KÜÇÜKÇEKMECE HÜRRİYET BULVARI ORTA VE YAN REFÜJLER,Küçükçekmece,41.04678071,28.80260036
40.9927368164063,29.1082763671875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ÇAMLICA KAVŞAĞI - HALK CADDESİ ARASI ORTA VE YAN REFÜJLER,Ümraniye,40.98998943,29.11044896
40.9927368164063,29.1082763671875,Cadde (Kavşak ve Refüj),YEŞİLVADİ İKEA ÖNÜ ORTA VE YAN REFÜJLER,Ümraniye,40.98998943,29.11044896
40.9927368164063,29.1082763671875,Kamu,MİMAR SİNAN CAMİ İÇ AVLUSU VE BAHÇESİ,Ataşehir,40.99571012,29.11175753
41.1026000976563,28.9764404296875,Park,CENDERE YAŞAM VADİSİ 1. ETAP,Kağıthane,41.0996520,28.9799592
40.9597778320313,29.0643310546875,Park,ŞEHİT KADİR YILDIRIM PARKI (CADDEBOSTAN KARA VE SAHİL PARKI),Kadıköy,40.96307098,29.06822026
40.9597778320313,29.0643310546875,Park,DALYAN PARKI,Kadıköy,40.96257677,29.06181246
41.0311889648438,29.0423583984375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",15 TEMMUZ ŞEHİTLER KÖPRÜSÜ - ALTUNİZADE KAVŞAĞI ARASI YAN REFÜJLER,Üsküdar,41.03317526,29.04550102
41.0311889648438,29.0423583984375,Cadde (Kavşak ve Refüj),NAKKAŞTEPE ORTA VE YAN REFÜJLER,Üsküdar,41.03296799,29.04344144
41.0202026367188,29.1412353515625,Metro Çıkışı,ALTINŞEHİR METRO ÇIKIŞI,Ümraniye,41.01675725,29.14048433
41.0256958007813,28.7677001953125,Cadde (Kavşak ve Refüj),YARIMBURGAZ CADDESİ ORTA REFÜJLER,Küçükçekmece,41.023542,28.767603
40.9158325195313,29.3060302734375,Cadde (Kavşak ve Refüj),KURTKÖY YOLU ORTA VE YAN REFÜJLER,Pendik,40.91570163,29.30389523
40.9158325195313,29.3060302734375,Cadde (Kavşak ve Refüj),KURTKÖY MAHALLESİ BAKÜ CADDESİ KAVŞAĞI ORTA REFÜJLER,Pendik,40.91815005,29.30309057
40.9158325195313,29.3060302734375,Cadde (Kavşak ve Refüj),KURTKÖY MAHALLESİ ANKARA CADDESİ KAVŞAK VE ORTA REFÜJ,Pendik,40.91484223,29.30318176
41.0421752929688,28.7567138671875,Cadde (Kavşak ve Refüj),TURGUT ÖZAL BULVARI ORTA VE YAN REFÜJLER,Küçükçekmece,41.04160201,28.75964415
41.0421752929688,28.7567138671875,Kamu,İBB KÜÇÜKÇEKMECE ATAKENT GENÇLİK MERKEZİ VE YURT YERLEŞKE BAHÇESİ,Küçükçekmece,41.04241371,28.76003981
41.1080932617188,29.1082763671875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",KAVACIK - ELMALI - KORU YANI - AKBABA TEM BAĞLANTI YOLU,Beykoz,41.10574312,29.10381317
41.0806274414063,28.9654541015625,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",NURTEPE VİYADÜK ÇEVRESİ YAN REFÜJLER,Eyüpsultan,41.08210889,28.96107137
41.0806274414063,28.9654541015625,Metro Çıkışı,NURTEPE ACİL METRO ÇIKIŞI,Eyüpsultan,41.07991120,28.96331370
41.1080932617188,28.7786865234375,Park,BAŞAKŞEHİR ONURKENT PARKI - 1,Başakşehir,41.10978507,28.78280640
41.0476684570313,28.9874267578125,Cadde (Kavşak ve Refüj),ŞİŞLİ CUMHURİYET CADDESİ ORTA VE YAN REFÜJLER,Şişli,41.04474010,28.98646653
41.0476684570313,28.9874267578125,Park,DARÜLBEDAİ PARKI,Şişli,41.04828618,28.99112552
41.0476684570313,28.9874267578125,Cadde (Kavşak ve Refüj),KADIRGALAR CADDESİ ORTA VE YAN REFÜJLER,Şişli,41.04624109,28.99134815
41.0476684570313,28.9874267578125,Kamu,KONGRE VADİ İÇİ BAHÇESİ,Şişli,41.04645349,28.98889929
41.0476684570313,28.9874267578125,Kamu,CEMAL REŞİT REY KONSER SALONU BAHÇESİ,Şişli,41.04630987,28.98995340
40.9762573242188,28.8006591796875,Cadde (Kavşak ve Refüj),ŞENLİKKÖY - YEŞİLYURT ARASI ORTA VE YAN REFÜJLER,Bakırköy,40.97847252,28.80394220
41.0202026367188,29.1522216796875,Metro Çıkışı,İMAM HATİP LİSESİ METRO İSTASYONU,Ümraniye,41.01588298,29.15144920
41.1080932617188,29.0972900390625,Cadde (Kavşak ve Refüj),BEYKOZ SOĞUKSU CADDESİ ORTA VE YAN REFÜJLER,Beykoz,41.10863314,29.09544736
41.1026000976563,29.0972900390625,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",KAVACIK SOĞUKSU YOLU - KAVACIK RÜZGARLI BAHÇE YOLU ARASI ORTA VE YAN REFÜJLER,Beykoz,41.10034673,29.09714520
40.9762573242188,28.7896728515625,Kamu,FLORYA SPOR TESİSİ BAHÇESİ,Bakırköy,40.97561829,28.79116416
40.9762573242188,28.7896728515625,Park,KAYALI BAHÇE PARKI,Bakırköy,40.97300068,28.78923982
40.9762573242188,28.7896728515625,Kamu,L MOTEL - GÜNEŞ MOTEL BAHÇESİ,Bakırköy,40.97245815,28.78695846
40.9762573242188,28.7896728515625,Koru,FLORYA ATATÜRK ORMANI VE İPA YERLEŞKESİ,Bakırköy,40.97701859,28.78909349
41.0696411132813,29.1082763671875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",KAVACIK KAVŞAĞI - ÜMRANİYE KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,Beykoz,41.06744496,29.10919338
40.9817504882813,28.7457275390625,Cadde (Kavşak ve Refüj),AVCILAR VATAN HASTANESİ KAVŞAĞI,Avcılar,40.97911939,28.74931660
40.9762573242188,28.7786865234375,Cadde (Kavşak ve Refüj),KÜÇÜKÇEKMECE - YEŞİLKÖY ARASI ORTA VE YAN REFÜJLER,Bakırköy,40.97524062,28.77893329
40.9762573242188,28.7786865234375,Kamu,VALİLİK KONUTU BAHÇESİ,Bakırköy,40.97591901,28.78060162
40.9268188476563,29.3280029296875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",HARMANDERE MAHALLESİ ANKARA CADDESİ NO:445 ÖNÜ ORTA REFÜJLER,Pendik,40.92969167,29.32595103
40.9268188476563,29.3280029296875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",HARMANDERE KAVŞAĞI,Pendik,40.93029353,29.32813704
40.9268188476563,29.3280029296875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",HARMANDERE KAVŞAĞI - HAVALİMANI KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,Pendik,40.92494760,29.32476819
41.0256958007813,28.6798095703125,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",ESENYURT KÖPRÜLÜ KAVŞAĞI - TEM HARAMİDERE KAVŞAĞI ARASI YAN REFÜJLER,Esenyurt / Avcılar,41.02437916,28.68201542
41.0861206054688,28.9324951171875,Park,ASIM YILDIZ PARKI,Eyüpsultan,41.08762000,28.93678129
41.1740112304688,29.0533447265625,Park,HİDAYETİN BAĞI PARKI,Sarıyer,41.17199611,29.05598121
41.0531616210938,28.9544677734375,Kamu,CEMAL KAMACI SPOR KOMPLEKSİ BAHÇESİ,Beyoğlu,41.05357155,28.95912409
41.0531616210938,28.9544677734375,Kamu,BEYOĞLU İLÇESİ ÖRNEKTEPE ÖĞRENCİ YURDU BAHÇESİ,Beyoğlu,41.05471636,28.95479500
41.0531616210938,28.9544677734375,Park,KIBRIS BARIŞ ORMANI PARKI,Beyoğlu,41.05438870,28.95416200
41.0531616210938,28.9544677734375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",OKMEYDANI KAVŞAĞI - HALICIOĞLU KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,Beyoğlu,41.05140302,28.94952253
41.0531616210938,28.9544677734375,Cadde (Kavşak ve Refüj),SÜTLÜCE ORTA VE YAN REFÜJLER,Beyoğlu,41.05470018,28.94901216
40.9323120117188,29.3280029296875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",HARMANDERE MAHALLESİ ANKARA CADDESİ NO:445 ÖNÜ ORTA REFÜJLER,Pendik,40.92969167,29.32595103
40.9323120117188,29.3280029296875,Kamu,KURTKÖY SPOR TESİSİ BAHÇESİ,Pendik,40.93397747,29.32643115
40.9323120117188,29.3280029296875,Park,SİTE SOKAK PARKI,Pendik,40.93192276,29.32669401
40.9323120117188,29.3280029296875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",HARMANDERE KAVŞAĞI,Pendik,40.93029353,29.32813704
40.9323120117188,29.3280029296875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",TEM PENDİK KAVŞAĞI - HARMANDERE KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,Pendik,40.93338984,29.33042765
41.0366821289063,29.1522216796875,Kamu,İBB BEHİÇ ERKİN METRO YERLEŞKE BAHÇESİ,Ümraniye,41.03479875,29.15640593
40.9268188476563,29.1302490234375,Park,MALTEPE ÇAMLIK PARKI,Maltepe,40.925466,29.129888
40.9268188476563,29.1302490234375,Meydan,MALTEPE CUMHURİYET MEYDANI,Maltepe,40.925032,29.131287
40.9487915039063,29.1192626953125,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",HAREM - BAYRAMOĞLU ARASI ORTA REFÜJ,Anadolu Yakası,40.952040,29.118913
40.9487915039063,29.1192626953125,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",KÜÇÜKYALI KAVŞAĞI - BÜYÜKYALI KAVŞAĞI ARASI YAN REFÜJLER,Maltepe,40.949589,29.122510
40.9487915039063,29.1192626953125,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",KÜÇÜKYALI KAVŞAĞI,Maltepe,40.949491,29.121228
40.9762573242188,28.7127685546875,Kamu,İBB AVCILAR AMBARLI ÇEM BAHÇESİ,Avcılar,40.97665855,28.71545613
40.9707641601563,28.7127685546875,Cadde (Kavşak ve Refüj),İSKELE CADDESİ ORTA VE YAN REFÜJLER,Avcılar,40.97195186,28.71637881
40.9158325195313,29.1741943359375,Kamu,ANADOLU ADALET SARAYI BAHÇESİ,Kartal,40.91353690,29.17780995
40.9158325195313,29.1741943359375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",CEVİZLİ KAVŞAĞI,Kartal,40.919019,29.172788
41.1245727539063,29.0753173828125,Park,ÇAMLIK PARKI,Sarıyer,41.12539455,29.07051640
40.9213256835938,29.1741943359375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",CEVİZLİ KAVŞAĞI,Kartal,40.919019,29.172788
40.8609008789063,29.3280029296875,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",TUZLA AYDINLI YOLU ORTA REFÜJ,Tuzla,40.86294129,29.33132886
41.0366821289063,29.0313720703125,Park,KUZGUNCUK PARKI,Üsküdar,41.03917100,29.03344200
41.0366821289063,29.0313720703125,Park,KUZGUNCUK CEP PARKLARI,Üsküdar,41.03792770,29.03118136
41.0916137695313,29.0863037109375,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",FSM - KAVACIK KAVŞAĞI ARASI ORTA VE YAN REFÜJLER,Beykoz,41.09212800,29.08547223
41.0916137695313,29.0863037109375,Park,İSKİ ANADOLU HİSARI YERLİ SUYU MEMBA ALANI,Beykoz,41.08930396,29.08914953
41.0531616210938,28.7786865234375,Cadde (Kavşak ve Refüj),HALKALI 4 CADDE ORTA VE YAN REFÜJLER,Küçükçekmece,41.05052134,28.77426624
41.0751342773438,28.7896728515625,Metro Çıkışı,ZİYA GÖKALP METRO İSTASYONU,Başakşehir,41.07446618,28.78731787
40.9542846679688,29.1632080078125,Park,MALTEPE BAŞIBÜYÜK FUAYE EVLERİ ÖNÜ,Maltepe,40.95039669,29.16579902
40.9542846679688,29.1632080078125,Park,BARBAROS HAYRETTİN PAŞA OKULU YANI ALANLARI,Maltepe,40.95020221,29.16227996
40.9872436523438,28.8336181640625,Kamu,SOSYAL HİZMETLER DAİRE BAŞKANLIĞI BAHÇESİ,Bakırköy,40.99021618,28.83052826
40.9872436523438,28.8336181640625,Kamu,BAKIRKÖY ALEVİ BEKTAŞİ KÜLTÜR MERKEZİ VE CEM EVİ DERNEĞİ BAHÇESİ,Bakırköy,40.990034,28.834824
